siteid,description,state,latitude,longitude,elevation,timezone,install,horizontal_datum,vertical_datum,vertical_accuracy,elevation_method,tz_offset,active_flag,type,responsibility,agency_region,huc12
peci,Peoples Canal,ID,43.28416667,-112.25,4538,US/Mountain,00:00.0,13061525,ft,0,,,,hydromet,IDWR,PN,1.70E+11
peki,"CLEARWATER RIVER NR PECK, IDAHO",ID,46.500278,-116.3925,930,US/Pacific,00:00.0,13341050,ft,0,,,,hydromet,usgs,PN,1.71E+11
pelu,"Pelican Lake, Utah Weather Station",UT,40.17426,-109.66665,1467,US/Mountain,12/3/2014,,m,0,agrimet_map,,,agrimet,pnro,PN,1.41E+11
pgpw,PIGTAIL PEAK,WA,46.61666667,-121.3833333,217.6666667,0,.......................,692,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.70E+11
phby,PHILLIPS BENCH,WY,43.51666667,-110.9,246.6666667,0,.......................,689,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.70E+11
phl,"Mason Dam and Phillips Lake near Sumpter, OR",OR,44.67167,-118,3898,US/Pacific,00:00.0,,ft,0,cma_google,,,hydromet,pnro,PN,1.71E+11
phxo,"Phoenix Canal at Talent, OR",OR,42.2525,-122.7866667,0,US/Pacific,54:49.5,14356500,ft,0,,,,hydromet,OWRD,PN,1.71E+11
pici,"Picabo, Idaho AgriMet Weather Station",ID,43.31166,-114.16583,1493.52,US/Mountain,4/21/1993,,m,0,agrimet_map,,,agrimet,pnro,PN,1.70E+11
picm,PIKE CREEK,MT,48.3,-113.3166667,211.8333333,0,.......................,693,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.00E+11
pihi,"PORTNEUF RIVER AT POCATELLO, IDAHO",ID,42.871667,-112.468056,4418,US/Mountain,00:00.0,13075500,ft,0,,,,hydromet,usgs,PN,1.70E+11
pilo,"Pilot Rock 11E, OR",OR,45.50194444,-118.6205556,1920,US/Pacific,00:00.0,0,ft,0,,,,hydromet,PNRO,PN,1.71E+11
pinresco,"Pinewood Reservoir, Loveland, Co",CO,40.36806,-105.28639,6552,MST,,,,,,,,,,GP,
plci,Palisades Canal,ID,43.74583333,-112.1027778,4775,US/Mountain,00:00.0,13033010,ft,0,,,,hydromet,IDWR,PN,1.70E+11
plei,"Payette River near Letha, ID",ID,43.89624224,-116.6276089,2280,US/Mountain,09:24.9,13250000,ft,0,Bill_KML,,,hydromet,usgs/pnro,PN,1.71E+11
plto,"PILOT ROCK 1SE, OR  (monthly)",OR,0,0,0,US/Pacific,.......................,0,ft,0,,,,hydromet,,PN,
plvu,"Pleasant Valley, Utah Weather Station",UT,40.1663,-110.09471,1612,US/Mountain,12/3/2014,,m,0,agrimet_map,,,agrimet,pnro,PN,1.41E+11
pmai,"Parma, Idaho AgriMet Weather Station",ID,43.8,-116.93333,702.56,US/Mountain,3/28/1986,,m,0,agrimet_map,,,agrimet,pnro,PN,1.71E+11
pmp101,Ephrata - EL 29 N1,WA,0,0,0,US/Pacific,,,,0,,,,,,PN,
pmp102,Ephrata - EL 29 ZE,WA,0,0,0,US/Pacific,,,,0,,,,,,PN,
pmp103,Ephrata - Warden relift,WA,0,0,0,US/Pacific,,,,0,,,,,,PN,
pmp104,Ephrata - North Warden,WA,0,0,0,US/Pacific,,,,0,,,,,,PN,
pmp105,Ephrata - Warden,WA,0,0,0,US/Pacific,,,,0,,,,,,PN,
pmp106,Ephrata - EL 55,WA,0,0,0,US/Pacific,,,,0,,,,,,PN,
pmp109,Ephrata - Combined Saddle Gap,WA,0,0,0,US/Pacific,,,,0,,,,,,PN,
pmp110,Ephrata - EL 25A,WA,0,0,0,US/Pacific,,,,0,,,,,,PN,
pmp201,Ephrata - W 9,WA,0,0,0,US/Pacific,,,,0,,,,,,PN,
pmp202,Ephrata - Quincy,WA,0,0,0,US/Pacific,,,,0,,,,,,PN,
pmp203,Ephrata - Babcock,WA,0,0,0,US/Pacific,,,,0,,,,,,PN,
pmp204,Ephrata - Evergreen,WA,0,0,0,US/Pacific,,,,0,,,,,,PN,
pmp205,Ephrata - Burke,WA,0,0,0,US/Pacific,,,,0,,,,,,PN,
pmp206,Ephrata - Sand Hollow,WA,0,0,0,US/Pacific,,,,0,,,,,,PN,
pmp207,Ephrata - Frenchman Springs,WA,0,0,0,US/Pacific,,,,0,,,,,,PN,
pmp208,Ephrata - Frenchman Hills,WA,0,0,0,US/Pacific,,,,0,,,,,,PN,
pmp209,Ephrata - Low Gap,WA,0,0,0,US/Pacific,,,,0,,,,,,PN,
pmp210,Ephrata - Hope Valley,WA,0,0,0,US/Pacific,,,,0,,,,,,PN,
pmp301,Ephrata - Wahattis Peak,WA,0,0,0,US/Pacific,,,,0,,,,,,PN,
pmp302,Ephrata - Scooteney,WA,0,0,0,US/Pacific,,,,0,,,,,,PN,
pmp303,Ephrata - EL 85 BB,WA,0,0,0,US/Pacific,,,,0,,,,,,PN,
pmp304,Ephrata - EL 85 M,WA,0,0,0,US/Pacific,,,,0,,,,,,PN,
pmp305,Ephrata - Radar,WA,0,0,0,US/Pacific,,,,0,,,,,,PN,
pmp306,Ephrata - White Bluffs #1,WA,0,0,0,US/Pacific,,,,0,,,,,,PN,
pmp307,Ephrata - White Bluffs #2,WA,0,0,0,US/Pacific,,,,0,,,,,,PN,
pmp308,Ephrata - WB 5 E,WA,0,0,0,US/Pacific,,,,0,,,,,,PN,
pmp309,Ephrata - EB 1,WA,0,0,0,US/Pacific,,,,0,,,,,,PN,
pmp310,Ephrata - Ringold,WA,0,0,0,US/Pacific,,,,0,,,,,,PN,
pmp311,Ephrata - Ringold relift,WA,0,0,0,US/Pacific,,,,0,,,,,,PN,
pmp312,Ephrata - PE 51,WA,0,0,0,US/Pacific,,,,0,,,,,,PN,
pmp313,Ephrata - Mesa,WA,0,0,0,US/Pacific,,,,0,,,,,,PN,
pmp314,Ephrata - Sagemoor,WA,0,0,0,US/Pacific,,,,0,,,,,,PN,
pmp315,Ephrata - Pasco 6.2,WA,0,0,0,US/Pacific,,,,0,,,,,,PN,
pmp316,Ephrata - Burbank #1,WA,0,0,0,US/Pacific,,,,0,,,,,,PN,
pmp317,Ephrata - Burbank #2,WA,0,0,0,US/Pacific,,,,0,,,,,,PN,
pmp318,Ephrata - Burbank #3,WA,0,0,0,US/Pacific,,,,0,,,,,,PN,
pmp319,Ephrata - WB 14.2 ( Block 24 ),WA,0,0,0,US/Pacific,,,,0,,,,,,PN,
pmp320,Ephrata - B 18,WA,0,0,0,US/Pacific,,,,0,,,,,,PN,
pmp321,Ephrata - WB 44.9,WA,0,0,0,US/Pacific,,,,0,,,,,,PN,
pmp322,Ephrata - WB 46.6,WA,0,0,0,US/Pacific,,,,0,,,,,,PN,
pmp323,Ephrata - WB 48.5,WA,0,0,0,US/Pacific,,,,0,,,,,,PN,
pmp324,Ephrata - PE 16.4,WA,0,0,0,US/Pacific,,,,0,,,,,,PN,
pmp325,Ephrata - Esquatzel,WA,0,0,0,US/Pacific,,,,0,,,,,,PN,
pmp326,Ephrata - PE 56,WA,0,0,0,US/Pacific,,,,0,,,,,,PN,
pmp327,Ephrata - PE 60,WA,0,0,0,US/Pacific,,,,0,,,,,,PN,
pmp328,Ephrata - PE 64,WA,0,0,0,US/Pacific,,,,0,,,,,,PN,
pmp329,Ephrata - PE 65,WA,0,0,0,US/Pacific,,,,0,,,,,,PN,
pmp330,Ephrata - WB 3B10,WA,0,0,0,US/Pacific,,,,0,,,,,,PN,
pmp331,Ephrata - WB 5G,WA,0,0,0,US/Pacific,,,,0,,,,,,PN,
pmp332,Ephrata - WB 10L,WA,0,0,0,US/Pacific,,,,0,,,,,,PN,
pmp333,Ephrata - WB 5M,WA,0,0,0,US/Pacific,,,,0,,,,,,PN,
pmp334,Ephrata - PPL 1.6,WA,0,0,0,US/Pacific,,,,0,,,,,,PN,
pnfrdi,Falls River Diversions (computed mryi + frci),i,0,0,0,US/Mountain,.......................,0,ft,0,,,,hydromet,IDWR,PN,
pngo,"Pine Grove, Oregon AgriMet Weather Station",OR,45.65222,-121.50916,188.98,US/Pacific,10/20/1989,,m,0,agrimet_map,,,agrimet,pnro,PN,1.71E+11
pnhedi,wd01 Sum: South Fork Snake River Diversions,id,0,0,0,US/Mountain,,0,,0,,,,hydromet,,PN,
pnhfdi,Henrys Fork Diversions   (computed),id,0,0,0,US/Mountain,.......................,0,ft,0,,,,hydromet,IDWR,PN,
pnmldi,Milner Diversions  (computed),id,0,0,0,US/Mountain,.......................,0,ft,0,,,,hydromet,IDWR,PN,
pnmndi,Minidoka Diversions (computed mchi + nmci + smci),id,0,0,0,US/Mountain,.......................,0,ft,0,,,,hydromet,IDWR,PN,
pnri,"PN Region USBR Hydromet Test Site - Boise, ID",ID,43.6225,-116.1933333,2720,US/Mountain,00:00.0,0,ft,0,,,,hydromet,PNRO,PN,1.71E+11
pnsfmi,South Fork Snake River Mainstem Diversions,id,0,0,0,US/Mountain,.......................,0,ft,0,,,,hydromet,,PN,
pnsfrd,South Fork River Diversions,id,0,0,0,US/Mountain,.......................,0,ft,0,,,,hydromet,,PN,
pnsrdi,Mainstem Snake River Diversions (computed),id,0,0,0,US/Mountain,.......................,0,ft,0,,,,hydromet,IDWR,PN,
pntedi,Teton River Diversions (computed),id,0,0,0,US/Mountain,.......................,0,ft,0,,,,hydromet,IDWR,PN,
pobo,"Powell Butte, Oregon AgriMet Weather Station",OR,44.24833,-120.94972,975.36,US/Pacific,9/21/1993,,m,0,agrimet_map,,,agrimet,pnro,PN,1.71E+11
poci,Porter Canal,ID,43.50305556,-112.0480556,4700,US/Mountain,00:00.0,13057250,ft,0,,,,hydromet,IDWR,PN,1.70E+11
podo,Powder River near Baker (computed),OR,0,0,0,US/Pacific,.......................,0,ft,0,,,,hydromet,,PN,
porm,Poorman Creek,MT,48.11666667,-115.6166667,200,0,.......................,932,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.70E+11
pot,"Potholes Reservoir, WA",WA,46.98055556,-119.25,1040,US/Pacific,00:00.0,0,ft,0,,,,hydromet,,PN,1.70E+11
pprw,POPE RIDGE,WA,47.98333333,-120.55,179.8333333,0,.......................,699,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.70E+11
prai,PRAIRIE,ID,43.5,-115.5666667,195,0,.......................,704,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.71E+11
prci,NF Coeur d Alene River nr Prichard,ID,47.706111,-115.979167,0,US/Pacific,.......................,12411000,ft,0,,,,hydromet,usgs,PN,1.70E+11
prd,Priest Rapids Dam,MT,46.6425,-119.9136111,485,US/Mountain,00:00.0,0,ft,0,,,,hydromet,Corps,PN,1.70E+11
prho,"Powder River at Hudspeth Lane near Sumpter, OR",OR,44.68473607,-118.0922578,4080,US/Pacific,20:51.1,13275105,ft,0,Bill_KML,,,hydromet,owrd/pnro,PN,1.71E+11
prio,"Prineville 4NW, OR",OR,44.340722,-120.907222,2840,US/Pacific,57:14.3,0,ft,0,bfo_casad,,,hydromet,BFO,PN,1.71E+11
prki,Parks and Lewisville Canal,ID,43.68888889,-111.8661111,4890,US/Mountain,00:00.0,13038305,ft,0,,,,hydromet,IDWR,PN,1.70E+11
prli,"South Fork Payette River at Lowman, ID",ID,44.08525829,-115.6226086,3950,US/Mountain,00:00.0,13235000,ft,0,Bill_KML,,,hydromet,usgs/pnro,PN,1.71E+11
pro,PROSSER RESERVOIR,WA,46.5625,-120.4333333,0,US/Pacific,00:00.0,0,ft,0,,,,hydromet,Yakima,PN,1.70E+11
prpi,"Payette River near Payette, ID",ID,44.04231576,-116.9254734,2154,US/Mountain,39:37.0,13251000,ft,0,Bill_KML,,,hydromet,usgs/pnro,PN,1.71E+11
prro,"Powder River nr. Richland, OR",OR,44.777661,-117.292686,2275,US/Pacific,.......................,,ft,0,,,,hydromet,idpwr,PN,1.71E+11
prsn,POLE CREEK R.S.,NV,41.86666667,-115.2333333,253.8333333,0,.......................,698,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.70E+11
prti,"Priest River nr. Priest River, ID",ID,48.20852,-116.914643,0,US/Pacific,.......................,12395000,ft,0,,,,hydromet,usgs,PN,1.70E+11
prv,"Prineville Reservoir nr Prineville, OR",OR,44.11126218,-120.7861531,3264,US/Pacific,57:27.1,14080400,ft,0,cma_google,,,hydromet,BFO,PN,1.71E+11
prvo,"Crooked River near Prineville, OR",OR,44.113182,-120.79557,3071,US/Pacific,57:46.2,14080500,ft,0,,,,hydromet,owrd,PN,1.71E+11
psfi,"Post Falls, Idaho Weather Station",ID,47.713664,-116.970096,665,US/Pacific,11/18/2014,,m,0,agrimet_map,,,agrimet,pnro,PN,1.70E+11
pshr,"Pishkun Reservoir Near Augusta, Montana",MT,47.67667,-112.49667,4300,MST,,,,,,,,,,GP,
psti,"Preston, Idaho Weather Station",ID,42.10715,-111.89363,1335,,11/5/2014,,m,0,agrimet_map,,,agrimet,pnro,PN,1.60E+11
pthw,POTATO HILL,WA,46.33333333,-121.5,196.1666667,0,.......................,702,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.71E+11
ptr,"Pactola Reservoir Near Rapid City, South Dakota",SD,44.07222,-103.48806,4660,MST,,,,,,,,,,GP,
ptyi,"Portneuf River at Tyhee, ID",ID,42.944722,-112.544444,4370,US/Mountain,.......................,13075910,ft,0,,,,hydromet,usgs,PN,1.70E+11
puer,"Pueblo Reservoir,Arkansas River Nr Pueblo, Colorado",CO,38.25972,-104.71806,4850,MST,,,,,,,,,,GP,
pvan,"DRI - Paradise Valley, Nevada Weather Station",NV,41.185556,-117.660278,1341.12,US/Pacific,11/10/2010,,m,0,agrimet_map,,,agrimet,dri,PN,1.60E+11
pvro,PEAVINE RIDGE,OR,45.03333333,-121.9166667,178,0,.......................,687,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.71E+11
pwdo,"Powder River at Baker, OR",OR,44.76803675,-117.8314934,3450,US/Pacific,00:00.0,13277000,ft,0,Bill_KML,,,hydromet,owrd/pnro,PN,1.71E+11
pwln,"DRI - Pahranagat NWR, Nevada Weather Station",NV,37.245556,-115.106389,982.98,US/Pacific,7/10/2010,,m,0,agrimet_map,,,agrimet,dri,PN,1.50E+11
pyti,"PAYETTE, ID (monthly)",ID,0,0,0,US/Mountain,.......................,0,ft,0,,,,hydromet,,PN,
qrmo,QUARTZ MOUNTAIN,OR,42.31666667,-120.8166667,215.3333333,0,.......................,706,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.80E+11
qspw,QUARTZ MTN,WA,47.06722222,-121.0788889,6290,US/Pacific,18:48.8,0,ft,0,,,,hydromet,Yakima,PN,1.70E+11
qupw,QUARTZ PEAK,WA,47.86666667,-117.0833333,195.3333333,0,.......................,707,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.70E+11
raiw,RAINY PASS,WA,48.51666667,-120.7333333,201.5,0,.......................,711,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.70E+11
ranu,"Randolph, West Weather Station",UT,41.84944444,-111.0877778,6264,US/Mountain,.......................,405,ft,0,,,,hydromet,AgriMet,PN,1.60E+11
rbdw,YAKIMA RIVER BELOW ROZA DAM,WA,46.75,-120.4666667,0,US/Pacific,00:00.0,0,ft,0,,,,hydromet,Yakima,PN,1.70E+11
rbym,"Ruby River Valley-Laurin, MT (RBYM)",MT,45.34474564,-112.1502838,0,US/Mountain,,,,0,usbr_map.json,,,agrimet,great_plains,PN,1.00E+11
rcko,"ROCK CREEK, OR (monthly)",OR,0,0,0,US/Pacific,.......................,0,ft,0,,,,hydromet,,PN,
rcso,ROCK SPRINGS,OR,44,-118.8333333,206.1666667,0,.......................,721,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.71E+11
rdbm,"Round Butte, Montana AgriMet Weather Station",MT,47.53944,-114.28055,926.59,US/Mountain,5/23/1989,,m,0,agrimet_map,,,agrimet,pnro,PN,1.70E+11
rdhu,"UCC - Randolph, Utah Weather Station",UT,41.83266667,-111.0877167,1909.2672,US/Mountain,,,m,0,agrimet_map,,,agrimet,ucc,PN,1.60E+11
rdr,ROZA RESERVOIR,WA,46.75083333,-120.4666667,1223,US/Pacific,00:00.0,0,ft,0,,,,hydromet,Yakima,PN,1.70E+11
rdwi,Reid Canal,ID,43.71555556,-111.8141667,4905,US/Mountain,.......................,13038431,ft,0,,,,hydromet,IDWR,PN,1.70E+11
reci,Reservation Canal at Head,ID,43.37222222,-112.15,4600,US/Mountain,00:00.0,13060500,ft,0,,,,hydromet,IDWR,PN,1.70E+11
redo,RED HILL,OR,45.45,-121.7,194.5,0,.......................,712,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.71E+11
reen,"DRI - Reese River Valley, Nevada Weather Station",NV,39.234166,-117.298056,1847,US/Pacific,5/1/2014,0,0,0,dri,,T,agrimet,dri,PN,1.60E+11
rexi,"Henrys Fork near Rexburg, ID",ID,43.82587015,-111.9050308,4806,US/Mountain,00:00.0,13056500,ft,0,Bill_KML,,,hydromet,usgs/pnro,PN,1.70E+11
rfsw,Roza Fish Screen Weather Station,WA,46.74944444,-120.4666667,1215,US/Pacific,.......................,0,ft,0,,,,hydromet,Yakima,PN,1.70E+11
rgbi,"Rigby, Idaho AgriMet Weather Station",ID,43.6772,-111.87922,1488,US/Mountain,3/13/2014,,m,0,agrimet_map,,,agrimet,pnro,PN,1.70E+11
rgci,Rigby Canal,ID,43.68555556,-111.8538889,4900,US/Mountain,.......................,13038180,ft,0,,,,hydromet,IDWR,PN,1.70E+11
rgmi,burley and minidoka district return flows,id,0,0,0,US/Mountain,,0,,0,,,,hydromet,,PN,
rici,Riverside Canal,ID,43.26361111,-112.3013889,4520,US/Mountain,00:00.0,13061705,ft,0,,,,hydromet,IDWR,PN,1.70E+11
rigi,"Little Salmon River at Riggins, ID",ID,45.413056,-116.325278,0,US/Mountain,.......................,13316500,ft,0,,,,hydromet,usgs,PN,1.71E+11
rim,"RIMROCK RESERVOIR,TIETON RIVER AND WEATHER STATION",WA,46.65277778,-121.125,0,US/Pacific,00:00.0,0,ft,0,,,,hydromet,Yakima,PN,1.70E+11
rioo,"Antelope Creek above Rio Canyon near Eagle Point, OR",OR,42.35027778,-122.6877778,1930,US/Pacific,37:34.2,0,ft,0,,,,hydromet,OWRD,PN,1.71E+11
rir,"Ririe Dam and Lake near Ririe, ID",ID,43.5821394,-111.7428411,5119,US/Mountain,00:00.0,,ft,0,cma_google,,,hydromet,pnro,PN,1.70E+11
riri,Willow Creek below Ririe Dam (comp from RIR),ID,43.5975,-111.7586111,5119,US/Mountain,.......................,0,ft,0,,,,hydromet,,PN,1.70E+11
riwi,Ririe Dam Weather Station,ID,43.58245879,-111.7388828,5119,US/Mountain,00:00.0,,ft,0,Bill_KML,,,hydromet,pnro,PN,1.70E+11
rjpi,Ray and John Brown Pump,ID,43.91,-111.2844444,6015,US/Mountain,40:12.0,13054111,ft,0,,,,hydromet,IDWR,PN,1.70E+11
rnbm,"Round Butte (new), Montana AgriMet Weather Station",MT,47.40186,-114.07185,3054,US/Mountain,9/6/2019,,,0,,,,,,PN,1.70E+11
robi,"INL - Roberts,  Idaho Weather Station",ID,43.743517,-112.121117,1450.848,US/Mountain,,,m,0,agrimet_map,,,agrimet,noaa,PN,1.70E+11
rogn,"DRI - Rogers Spring, Nevada Weather Station",NV,36.478333,-116.330833,688.848,US/Pacific,9/10/2010,,m,0,agrimet_map,,,agrimet,dri,PN,1.81E+11
romo,"Owyhee River near Rome, OR",OR,42.86645901,-117.64908,3344,US/Mountain,00:00.0,13181000,ft,0,Bill_KML,,,hydromet,usgs/pnro,PN,1.71E+11
roro,ROARING RIVER,OR,43.9,-122.0166667,204.5,0,.......................,719,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.71E+11
roso,"Roseburg, OR AgriMet Weather Station",OR,43.27079,-123.43923,153.6,US/Pacific,7/26/2016,,,0,,,,agrimet,pnro,PN,1.71E+11
rozw,ROZA CANAL AT 11.0 MILE,WA,46.61666667,-120.4833333,0,US/Pacific,00:00.0,0,ft,0,,,,hydromet,Yakima,PN,1.70E+11
rpti,"Rupert, Idaho AgriMet Weather Station",ID,42.59555,-113.87388,1266.44,US/Mountain,3/9/1988,,m,0,agrimet_map,,,agrimet,pnro,PN,1.70E+11
rrci,"INL - Arco,  Idaho Weather Station",ID,43.62455,-113.2971,1627.3272,US/Mountain,,,m,0,agrimet_map,,,agrimet,noaa,PN,1.70E+11
rrii,"Ririe, Idaho AgriMet Weather Station",ID,43.610345,-111.700605,1547,US/Mountain,3/13/2014,,m,0,agrimet_map,,,agrimet,pnro,PN,1.70E+11
rroo,RAILROAD OVERPASS,OR,43.65,-122.2,166.6666667,0,.......................,710,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.71E+11
rrpi,R. Brent Ricks Pump,ID,43.91916667,-111.5147222,5310,US/Mountain,40:12.0,13054762,ft,0,,,,hydromet,IDWR,PN,1.70E+11
rrvo,Rogue River Valley Canal at Bradshaw Drop,OR,42.45,-122.7344444,1610,US/Pacific,46:21.2,14346500,ft,0,,,,hydromet,,PN,1.71E+11
rsa,"Reservoir A Near Lewiston Orchards, ID",ID,46.37111,-116.8575,1800,US/Pacific,13:44.3,,ft,0,cma_google,,,hydromet,pnro,PN,1.71E+11
rscw,NEW RESERVATION CANAL,WA,46.51944444,-120.4777778,0,US/Pacific,00:00.0,0,ft,0,,,,hydromet,Yakima,PN,1.70E+11
rsdi,Reservation Canal at Drop,ID,43.24444444,-112.1844444,4570,US/Mountain,44:37.5,13065500,ft,0,,,,hydromet,IDWR,PN,1.70E+11
rthi,"Rathdrum Prairie, Idaho AgriMet Weather Station",ID,47.8,-116.83333,673.61,US/Pacific,4/22/2008,,m,0,agrimet_map,,,agrimet,pnro,PN,1.70E+11
rue,Rocky Fork Creek (Ruedi),CO,39.36277778,-106.8205556,0,US/Mountain,.......................,0,ft,0,,,,hydromet,,PN,1.40E+11
rueresco,"Ruedi Reservoir Nr Basalt, Colorado",CO,39.36389,-106.81806,7766,MST,,,,,,,,,,GP,
rvdo,"RIVERSIDE 2E, OR (monthly)",OR,0,0,0,US/Pacific,.......................,0,ft,0,,,,hydromet,,PN,
rxgi,"Rexburg, Idaho AgriMet Weather Station ",ID,43.85,-111.76666,1485.9,US/Mountain,6/3/1987,,m,0,agrimet_map,,,agrimet,pnro,PN,1.70E+11
rxri,Rexburg Irrigation Canal,ID,43.83638889,-111.7638889,4800,US/Mountain,00:00.0,13055334,ft,0,,,,hydromet,IDWR,PN,1.70E+11
rxsw,REX RIVER,WA,47.3,-121.6,184.5,0,.......................,911,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.71E+11
rygo,ROGUE AT RAYGOLD,OR,42.437346,-122.987268,1121.78,US/Pacific,00:00.0,14359000,ft,0,,,,hydromet,usgs,PN,1.71E+11
rzcw,ROZA CANAL AT HEADWORKS,WA,46.75,-120.4666667,0,US/Pacific,00:00.0,0,ft,0,,,,hydromet,Yakima,PN,1.70E+11
sacw,"Sacheen Lake, Washington Weather Station",WA,47.954642,-116.970133,663,US/Pacific,1/27/2016,,,0,,,,agrimet,pnro,PN,1.70E+11
sajo,SANTIAM JCT.,OR,44.43333333,-121.9333333,183.3333333,0,.......................,733,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.71E+11
salw,"North Fork Salmon Creek near Conconully, WA",WA,0,0,0,,,,,0,,,T,,usgs,PN,
saly,"Salt River above Reservoir near Etna, WY",WY,43.07963521,-111.0373464,5676,US/Mountain,00:00.0,13027500,ft,0,Bill_KML,,,hydromet,usgs/pnro,PN,1.70E+11
samw,SALMON MEADOWS,WA,48.65,-119.8333333,193.3333333,0,.......................,728,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.70E+11
sasw,SASSE RIDGE,WA,47.38333333,-121.05,193.3333333,0,.......................,734,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.70E+11
sawo,S. Fork Big Butte Ck abv Willow Ck,OR,42.52131,-122.486267,0,US/Pacific,,14335200,,0,,,,hydromet,BFO,PN,1.71E+11
sbco,"Mud Springs Creek near Gateway, OR",OR,44.80194444,-121.0602778,1420,US/Pacific,32:40.5,14095250,ft,0,,,,hydromet,owrd,PN,1.71E+11
sbeo,"Columbia Exchange Canal near Hermiston, OR",OR,45.91194444,-119.1175,610,US/Pacific,49:34.8,14019098,ft,0,,,,hydromet,Umatilla,PN,1.71E+11
sbmw,"Seven Bays Marina, Washington AgriMet Weather Station",WA,47.85527,-118.34111,417.58,US/Pacific,4/16/2002,,m,0,agrimet_map,,,agrimet,pnro,PN,1.70E+11
scdy,SPRING CREEK DIVIDE,WY,42.51666667,-110.65,260,0,.......................,779,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.40E+11
scfo,SALT CREEK FALLS,OR,43.6,-122.1166667,192.3333333,0,.......................,729,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.71E+11
scho,SCHNEIDER MEADOWS,OR,45,-117.15,207,0,.......................,736,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.71E+11
scki,SOLDIER RANGER STATION,ID,43.48333333,-114.8166667,209.6666667,US/Mountain,00:00.0,769,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.70E+11
sclo,"Scoggins Creek above Henry Hagg Lake, OR",OR,45.50166667,-123.2516667,620,US/Pacific,44:54.0,14202850,ft,0,,,,hydromet,BFO,PN,1.71E+11
scnw,"FDR Lake at Spring Canyon near Grand Coulee, WA",WA,47.935,-118.9347222,1300,US/Pacific,22:37.5,0,ft,0,,,,hydromet,,PN,1.70E+11
sco,"Scoggins Dam & Henry Hagg Lake nr Forest Grove, OR",OR,45.47259882,-123.2013038,200,US/Pacific,52:59.2,,ft,0,cma_google,,,hydromet,,PN,1.71E+11
scoews,Scoggins Dam Seepage Sensors,OR,45.47361111,-123.1975,200,US/Pacific,09:30.7,0,ft,0,,,,hydromet,BFO,PN,1.71E+11
scoo,"Scoggins Creek below Henry Hagg Lake, Oregon",OR,45.46928,-123.200109,188,US/Pacific,45:17.3,14202980,ft,0,,,,hydromet,owrd,PN,1.71E+11
scpu,"Scipio, Utah AgriMet Weather Station",UT,39.22009,-112.098476,1627,US/Mountain,3/13/2015,,m,0,agrimet_map,,,agrimet,pnro,PN,1.60E+11
scsi,SECESH SUMMIT,ID,45.18333333,-115.9666667,223.6666667,0,.......................,740,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.71E+11
sct,"Scooteney Dike, WA",WA,46.67,-119,0,US/Pacific,00:00.0,0,ft,0,,,,hydromet,,PN,1.70E+11
sdco,"Soda Creek at Howard Prairie Delivery Canal, OR",OR,42.19972222,-122.3583333,0,US/Pacific,12:13.5,0,ft,0,,,,hydromet,BFO,PN,1.80E+11
sdmm,SADDLE MTN.,MT,45.68333333,-113.9666667,245.3333333,0,.......................,727,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.71E+11
sdmo,SADDLE MOUNTAIN,OR,45.53333333,-123.3666667,174.8333333,0,.......................,726,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.71E+11
seco,SEINE CREEK,OR,45.51666667,-123.2833333,157.3333333,0,.......................,743,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.71E+11
seli,"SELWAY RIVER NR LOWELL, IDAHO",ID,46.086667,-115.513889,1540,US/Pacific,00:00.0,13336500,ft,0,,,,hydromet,usgs,PN,1.71E+11
selm,Seeley Lake Ranger Station,MT,47.21361111,-113.5197222,4100,US/Mountain,00:00.0,0,ft,0,,,,hydromet,Flathead,PN,1.70E+11
semr,"Seminoe Reservoir, Wyoming",WY,42.15583,-106.90806,6361,MST,,,,,,,,,,GP,
